ImageID,OriginalURL,OriginalLandingURL,XMin,YMin,XMax,YMax,Labels
02177f2e5840b23d,https://c6.staticflickr.com/5/4044/5143636300_d74144e2f4_o.jpg,https://www.flickr.com/photos/hisgett/5143636300,0.129586,0.086875,0.862607,0.575,/m/021c5h
023d614849a74f4f,https://c8.staticflickr.com/1/157/330831732_f6d1cde507_o.jpg,https://www.flickr.com/photos/kwbridge/330831732/,0.213018,0.506667,0.704142,0.831111,/m/021c5h
020b08819f27540b,https://c4.staticflickr.com/2/1430/5233601640_b1c4a79333_o.jpg,https://www.flickr.com/photos/mikebaird/5233601640,0.1025,0.255159,0.80375,0.725141,/m/021c5h
18b9ca1228568be5,https://farm6.staticflickr.com/5528/14269393868_c8f8779528_o.jpg,https://www.flickr.com/photos/rojer/14269393868,0.0,0.0,0.904375,0.41314,/m/04_r5c
18b9ca1228568be5,https://farm6.staticflickr.com/5528/14269393868_c8f8779528_o.jpg,https://www.flickr.com/photos/rojer/14269393868,0.904375,0.0,0.999375,0.42539,/m/04_r5c
18b9ca1228568be5,https://farm6.staticflickr.com/5528/14269393868_c8f8779528_o.jpg,https://www.flickr.com/photos/rojer/14269393868,0.341875,0.19265,0.558125,0.53118,/m/04_r5c
18b9ca1228568be5,https://farm6.staticflickr.com/5528/14269393868_c8f8779528_o.jpg,https://www.flickr.com/photos/rojer/14269393868,0.47125,0.113586,0.754375,0.524499,/m/04_r5c
c5cb63e1f34ac6c6,https://farm7.staticflickr.com/3905/14967699508_f44d906de6_o.jpg,https://www.flickr.com/photos/wbayercom/14967699508,0.025,0.03,0.776875,0.790833,/m/021c5h
51894c9bde1a4e52,https://farm3.staticflickr.com/3105/2339359854_6a46aa8e4c_o.jpg,https://www.flickr.com/photos/hjallig/2339359854,0.0,0.705441,0.999375,0.999062,/m/04_r5c
51894c9bde1a4e52,https://farm3.staticflickr.com/3105/2339359854_6a46aa8e4c_o.jpg,https://www.flickr.com/photos/hjallig/2339359854,0.67375,0.409006,0.999375,0.716698,/m/04_r5c
51894c9bde1a4e52,https://farm3.staticflickr.com/3105/2339359854_6a46aa8e4c_o.jpg,https://www.flickr.com/photos/hjallig/2339359854,0.0,0.63227,0.255,0.999062,/m/04_r5c
51894c9bde1a4e52,https://farm3.staticflickr.com/3105/2339359854_6a46aa8e4c_o.jpg,https://www.flickr.com/photos/hjallig/2339359854,0.0,0.166979,0.365,0.716698,/m/04_r5c
51894c9bde1a4e52,https://farm3.staticflickr.com/3105/2339359854_6a46aa8e4c_o.jpg,https://www.flickr.com/photos/hjallig/2339359854,0.225,0.19606,0.78875,0.971857,/m/04_r5c
51894c9bde1a4e52,https://farm3.staticflickr.com/3105/2339359854_6a46aa8e4c_o.jpg,https://www.flickr.com/photos/hjallig/2339359854,0.25625,0.58349,0.740625,0.984053,/m/04_r5c
e3eb8bd5c04a9799,https://c2.staticflickr.com/7/6106/6270703729_42e04b65b6_o.jpg,https://www.flickr.com/photos/msakr/6270703729,0.055625,0.010782,0.894375,0.997305,/m/021c5h
e3eb8bd5c04a9799,https://c2.staticflickr.com/7/6106/6270703729_42e04b65b6_o.jpg,https://www.flickr.com/photos/msakr/6270703729,0.051875,0.473495,0.436875,0.920934,/m/021c5h
e3eb8bd5c04a9799,https://c2.staticflickr.com/7/6106/6270703729_42e04b65b6_o.jpg,https://www.flickr.com/photos/msakr/6270703729,0.24125,0.38814,0.38375,0.624438,/m/021c5h
91a736427687baf6,https://farm7.staticflickr.com/4084/5194390837_99b8bbe524_o.jpg,https://www.flickr.com/photos/mountjoy/5194390837,0.76125,0.685741,0.935,0.881801,/m/04_r5c
91a736427687baf6,https://farm7.staticflickr.com/4084/5194390837_99b8bbe524_o.jpg,https://www.flickr.com/photos/mountjoy/5194390837,0.36,0.424015,0.534375,0.625704,/m/04_r5c
91a736427687baf6,https://farm7.staticflickr.com/4084/5194390837_99b8bbe524_o.jpg,https://www.flickr.com/photos/mountjoy/5194390837,0.42,0.257036,0.999375,0.651032,/m/04_r5c
91a736427687baf6,https://farm7.staticflickr.com/4084/5194390837_99b8bbe524_o.jpg,https://www.flickr.com/photos/mountjoy/5194390837,0.0,0.456848,0.999375,0.999062,/m/04_r5c
95f62def797944a2,https://farm3.staticflickr.com/64/167696193_374b75dbae_o.jpg,https://www.flickr.com/photos/93014478@N00/167696193,0.0,0.637899,0.52125,0.915572,/m/021c5h
95f62def797944a2,https://farm3.staticflickr.com/64/167696193_374b75dbae_o.jpg,https://www.flickr.com/photos/93014478@N00/167696193,0.885,0.738274,0.951875,0.881801,/m/021c5h
95f62def797944a2,https://farm3.staticflickr.com/64/167696193_374b75dbae_o.jpg,https://www.flickr.com/photos/93014478@N00/167696193,0.0,0.101313,0.248125,0.245779,/m/021c5h
95f62def797944a2,https://farm3.staticflickr.com/64/167696193_374b75dbae_o.jpg,https://www.flickr.com/photos/93014478@N00/167696193,0.0,0.164165,0.281875,0.841463,/m/021c5h
95f62def797944a2,https://farm3.staticflickr.com/64/167696193_374b75dbae_o.jpg,https://www.flickr.com/photos/93014478@N00/167696193,0.445625,0.010319,0.843125,0.795497,/m/021c5h
95f62def797944a2,https://farm3.staticflickr.com/64/167696193_374b75dbae_o.jpg,https://www.flickr.com/photos/93014478@N00/167696193,0.551875,0.0,0.999375,0.891182,/m/021c5h
00281a008932b401,https://farm2.staticflickr.com/6040/6359545301_583bfcfddf_o.jpg,https://www.flickr.com/photos/58763931@N06/6359545301,0.78375,0.418868,0.966875,0.736792,/m/021c5h
00281a008932b401,https://farm2.staticflickr.com/6040/6359545301_583bfcfddf_o.jpg,https://www.flickr.com/photos/58763931@N06/6359545301,0.0,0.380189,0.999375,0.726415,/m/021c5h
